,default_0,default_time_0,min_weight_0,min_weight_time_0,max_value_0,max_value_time_0,max_ratio_0,max_ratio_time_0,hyperheuristic_0,hyperheuristic_time_0,hyperheuristic_1,hyperheuristic_time_1,hyperheuristic_2,hyperheuristic_time_2,hyperheuristic_3,hyperheuristic_time_3,hyperheuristic_4,hyperheuristic_time_4,hyperheuristic_5,hyperheuristic_time_5,hyperheuristic_6,hyperheuristic_time_6,hyperheuristic_7,hyperheuristic_time_7,hyperheuristic_8,hyperheuristic_time_8,hyperheuristic_9,hyperheuristic_time_9
35,15329.0,0.00238260000014634,15887.0,0.0032799999999042484,14468.0,0.0019217999999909807,15888.0,0.003500300000041534,15888.0,5.067142899999908,15888.0,5.703352300000006,15888.0,4.636218999999983,15888.0,5.209767700000157,15888.0,7.174300699999776,15888.0,4.609422100000074,15888.0,5.355843800000002,15888.0,5.209189200000083,15888.0,4.875643100000161,15888.0,4.863919800000076
36,16426.0,0.0024352999998882296,16910.0,0.0031813999999030784,15638.0,0.0019294999999601714,16910.0,0.003373299999793744,16910.0,3.7447500999999193,16910.0,4.550723199999993,16910.0,3.863608000000113,16910.0,3.519714600000043,16910.0,4.134599799999933,16910.0,3.5009771,17128.0,6.951972500000011,16910.0,5.2463440999999875,16910.0,4.0077345999998215,16910.0,4.585528199999999
37,15278.0,0.0024848000000474713,15925.0,0.0033289000000422675,14400.0,0.001927300000033938,15925.0,0.003327599999920494,15925.0,3.397649900000033,16084.0,5.35890059999997,15925.0,3.6145486000000346,15925.0,3.5392436999998154,15925.0,4.305888500000037,15925.0,3.823037900000145,15925.0,4.012891300000092,15925.0,4.765908800000034,15925.0,3.849040900000091,15925.0,3.5677987999999914
38,13893.0,0.002516600000035396,14047.0,0.003255200000012337,12837.0,0.0018935000000510627,14047.0,0.0034639000000424858,14047.0,4.129698700000063,14047.0,4.6276198999999,14047.0,4.205804299999954,14047.0,3.370781599999873,14047.0,4.117591899999979,14047.0,3.5728418999999576,14047.0,4.098706799999945,14047.0,5.55588929999999,14047.0,4.289244099999905,14047.0,3.652547300000151
39,15004.0,0.002439399999957459,15467.0,0.00331529999994018,13637.0,0.001920899999959147,15488.0,0.0035167000000910775,15488.0,5.119342700000061,15467.0,4.0197118000000955,15467.0,3.9701392999998006,15488.0,3.907587799999874,15488.0,4.298142299999881,15467.0,3.9084411000001182,15467.0,4.068966700000146,15510.0,7.977277700000059,15467.0,3.919134799999938,15467.0,3.719019899999921
40,14571.0,0.002392999999983658,15751.0,0.003335399999969013,13693.0,0.0018165999999837368,15751.0,0.0034560999999939668,15751.0,4.165659400000095,15751.0,4.132346200000029,15751.0,3.922634900000048,15751.0,4.576267299999927,15751.0,4.129813800000193,15751.0,3.6537752000001547,15751.0,4.909801700000116,15751.0,4.984694899999795,15751.0,4.155126999999993,15751.0,3.6312744000001658
41,14942.0,0.002920099999755621,15376.0,0.003223100000013801,13933.0,0.001916800000344665,15403.0,0.0034103000002687622,15376.0,3.6290469000000485,15376.0,3.5006453999999394,15376.0,3.3888419999998405,15376.0,3.3377104999999574,15376.0,3.5750184000003173,15376.0,3.949143300000287,15376.0,3.496019200000319,15376.0,3.831753999999819,15376.0,3.4639953999999307,15376.0,3.60191420000001
42,13831.0,0.002517800000077841,14071.0,0.0033092000003307476,12565.0,0.0017544000002089888,14084.0,0.0035186999998586543,14084.0,6.022125200000119,14071.0,3.954171999999744,14071.0,3.6443152000001646,14071.0,3.550547700000152,14084.0,5.175406199999998,14071.0,3.894177000000127,14170.0,5.613270800000009,14071.0,4.0872288999999,14071.0,3.8634840999998232,14071.0,3.64695010000014
43,15504.0,0.002741299999797775,15996.0,0.003249100000175531,14520.0,0.0019865999997819017,16003.0,0.00335399999994479,15996.0,3.7780593000002227,16093.0,6.705275700000129,15996.0,3.886898399999609,15996.0,3.5828897000001234,16093.0,8.899694199999885,15996.0,3.8191603000000214,16093.0,5.390429699999913,16003.0,4.417160500000136,16003.0,4.477347900000041,15996.0,4.059254799999962
44,14025.0,0.0024672999998074374,14824.0,0.0032854999999472057,12736.0,0.0017610999998396437,14824.0,0.003430000000207656,14824.0,3.6094943000002786,14824.0,4.8136005000001205,14824.0,3.8268616000000293,14824.0,4.621967699999914,14824.0,4.937629500000185,14824.0,3.782850000000053,14841.0,5.472721499999807,14824.0,6.2169215999997505,14824.0,3.5563563999999133,14824.0,3.700549900000169
45,15174.0,0.003037200000107987,15229.0,0.0033420000004298345,13591.0,0.001938000000336615,15229.0,0.0035819000004266854,15229.0,4.70676739999999,15229.0,4.273327000000336,15229.0,3.7881286000001637,15229.0,3.432586800000081,15229.0,4.364548200000172,15229.0,3.9849867000002632,15229.0,4.150969499999974,15229.0,4.242769799999678,15229.0,3.9620320999997602,15229.0,4.204584000000068
46,13412.0,0.002384899999924528,14531.0,0.003351000000293425,12765.0,0.0017413000000487955,14531.0,0.0035957000000053085,14531.0,3.709087599999748,14531.0,4.371256999999787,14531.0,3.7350197000000662,14531.0,4.3111722999997255,14531.0,4.506961500000216,14531.0,3.7767751000001226,14531.0,3.85284750000028,14531.0,4.352587000000312,14531.0,3.8746132999999645,14531.0,3.5795327000000725
47,15131.0,0.002511000000140484,15327.0,0.0032419999997728155,13959.0,0.001881600000160688,15327.0,0.0035057999998571177,15327.0,3.866835099999662,15327.0,4.300344699999641,15327.0,4.083688899999743,15327.0,3.6896380000002864,15327.0,3.965708600000198,15327.0,3.6901010999999926,15327.0,4.064013799999884,15327.0,5.7703489000000445,15327.0,3.4972014999998464,15327.0,3.5024453999999423
48,12872.0,0.002499299999726645,13629.0,0.0034297000001970446,11866.0,0.0017047000001184642,13629.0,0.0035469999997985724,13629.0,4.4672897000000376,13629.0,5.087037799999962,13629.0,4.305158399999982,13629.0,3.791118799999822,13629.0,4.248012900000049,13629.0,4.3430513000002975,13629.0,4.122548299999835,13629.0,6.67078390000006,13629.0,4.078835999999683,13629.0,3.755580099999861
49,14319.0,0.0018257000001540291,14562.0,0.003254199999901175,13297.0,0.0019173000000591855,14562.0,0.003478999999970256,14562.0,3.493144999999913,14562.0,4.07781870000008,14562.0,3.8990357999996377,14562.0,3.6337952000003497,14562.0,3.8991541000000325,14562.0,3.5482786000002307,14562.0,4.052314800000204,14562.0,5.720110199999908,14562.0,4.845692800000052,14562.0,3.576104000000214
50,14233.0,0.002327000000150292,13120.0,0.0030673000001115724,14902.0,0.002073099999961414,14902.0,0.0021629999996548577,13373.0,4.497619200000372,13120.0,3.848171900000125,13120.0,3.4855219000000943,13120.0,3.6141907999999603,13120.0,3.723491499999909,13120.0,3.339315099999567,13120.0,3.8270925000001625,13120.0,3.9057823000002827,13120.0,3.498527699999613,13120.0,3.212131699999645
