,default,default_time,min_weight,min_weight_time,max_value,max_value_time,max_ratio,max_ratio_time,SimulatedAnnealing,SimulatedAnnealing_time,RandomSearch,RandomSearch_time,Hyperheuristic,Hyperheuristic_time,MILP,MILP_time
19,30205.0,0.4683385000007547,72446.0,6.401923999999781,27305.0,0.3667335999998613,72446.0,6.936462900001061,31723.9,1.7258130400006848,31455.0,0.9540209300004789,72482.8,56.36105406000024,72505.0,0.10549399999945308
20,3515.0,0.008044300000619842,7098.0,0.0597713000006479,2916.0,0.005110300000524148,7098.0,0.06235010000091279,3445.3,0.12774239000009402,3475.2,0.015444599999864295,7116.0,10.626724200000172,7117.0,0.0144295999998576
21,985.0,0.0006702999999106396,950.0,0.0006278000000747852,1025.0,0.0005909000010433374,1019.0,0.000641399999949499,994.0,0.003569660000175645,991.3,0.0015962799998305854,930.9,4.113753490000272,1025.0,0.006796499999836669
22,208.0,0.00012229999992996454,214.0,0.00015329999951063655,288.0,0.00011629999971773941,294.0,0.00015270000039890874,272.3,0.002201080000122602,246.1,0.00049624999955995,282.5,4.197835829999894,295.0,0.005213500000536442
23,930.0,0.0008484999998472631,949.0,0.0006126999996922677,1024.0,0.0007693999996263301,1018.0,0.0006511999999929685,1004.6,0.0036720700001751537,1010.2,0.0015252500003043678,913.0,4.2438141199998425,1024.0,0.006247300001632539
24,33.0,9.610000051907264e-05,35.0,9.359999967273325e-05,28.0,7.29000003047986e-05,35.0,7.410000034724362e-05,35.0,0.0016921400003411691,34.3,0.00024879999982658775,35.0,2.5762621199999556,35.0,0.004224799999064999
25,16.0,0.0001049999991664663,16.0,7.859999823267572e-05,23.0,6.999999823165126e-05,16.0,7.440000081260223e-05,22.9,0.00175993999982893,17.3,0.00022981999973126221,20.6,3.9002231600001322,23.0,0.006902000000991393
26,257.0,0.00047139999878709204,354.0,0.0007146999996621162,486.0,0.0004824999996344559,486.0,0.0003281999997852836,447.3,0.002950490000330319,360.9,0.0007699900002990035,436.0,3.395555340000101,486.0,0.004046399999424466
27,43.0,0.000176199999259552,50.0,0.00035970000135421287,43.0,0.00019939999947382603,52.0,0.0002420999990135897,49.1,0.0025773500003197112,42.8,0.0004767700002048514,48.9,5.749786700000186,52.0,0.004770999999891501
28,102.0,7.349999941652641e-05,79.0,8.870000056049321e-05,107.0,5.120000059832819e-05,102.0,7.349999941652641e-05,104.7,0.0019379000003027613,104.1,0.00031257000027835603,82.8,2.430160380000416,107.0,0.0053091999998287065
29,9756.0,0.0008524000004399568,9554.0,0.0006642000007559545,9765.0,0.0005621999989671167,9751.0,0.0006312999994406709,9747.0,0.0034154999999373103,9749.3,0.0012835499992434052,9567.4,2.572684680000202,9767.0,1.5560683000003337
30,130.0,0.00011850000009872019,130.0,5.669999882229604e-05,130.0,5.580000106419902e-05,130.0,5.889999920327682e-05,130.0,0.0018352400002186187,130.0,0.0003039299997908529,118.0,3.0000800700001493,130.0,0.0034618999998201616
